NAME,MSINI,MASS,A,PER,PLANETDISCMETH
Kepler-387 b,,0.00324127,0.0701869,6.791636,Transit
HD 20868 b,2.00901,2.00901,0.947319,380.85,RV
Kepler-854 b,,1,0.0342955,2.14463285,Transit
HIP 107773 b,1.97931,1.97931,0.723051,144.3,RV
HAT-P-9 b,0.775153,0.776601,0.0528645,3.92289,Transit
Kepler-410 A b,,,0.142508,17.833648,Transit
Kepler-33 e,,0.0525296,0.213825,31.7844,Transit
Kepler-1527 b,,0.0754224,0.614964,160.129918,Transit
Kepler-1093 b,,0.0143786,0.174668,25.0824626,Transit
Kepler-1024 b,,0.048854,0.299193,66.4162133,Transit
Kepler-1271 b,,0.0112658,0.0426422,3.0255955,Transit
Kepler-216 c,,0.0275635,0.131447,17.406669,Transit
Kepler-365 c,,0.0121773,0.13334,17.784129,Transit
HD 215152 c,0.0054082,0.0054082,0.0673941,7.28243,RV
Kepler-1488 b,,0.0136995,0.231951,39.8189932,Transit
Kepler-19 b,,0.0165942,0.0845828,9.2869944,Transit
Kepler-130 b,,0.00313003,0.0812393,8.457458,Transit
Kepler-160 c,,0.0400599,0.112047,13.699087,Transit
Kepler-598 b,,0.0118373,0.0447079,3.70175428,Transit
K2-136 d,,0.0112689,0.15366,25.575065,Transit
Kepler-207 c,,0.0117855,0.0413536,3.071571,Transit
Kepler-284 b,,0.0168894,0.106526,12.699149,Transit
K2-141 b,0.0164862,0.0164862,0.0073058,0.2803226,Transit
Kepler-326 b,,0.0123086,0.0335877,2.248329,Transit
Kepler-1391 b,,0.0124487,0.283792,54.4092333,Transit
Kepler-1516 b,,0.0129028,0.0743387,7.25931979,Transit
Kepler-969 b,,0.015383,0.200444,34.1731714,Transit
HD 107148 b,0.212171,0.212171,0.270013,48.056,RV
HD 1666 b,6.47072,6.47072,0.937147,270,RV
Kepler-200 c,,0.011856,0.0921796,10.222157,Transit
Kepler-95 b,,0.0409024,0.102439,11.5231,Transit
Kepler-1444 b,,0.0162741,0.205066,33.42035034,Transit
Kepler-280 c,,0.0148535,0.0557436,4.807091,Transit
KIC 11442793 e,,0.021628,0.423643,91.93913,Transit
Kepler-829 b,,0.0156727,0.0703422,6.88337562,Transit
Kepler-249 d,,0.0117295,0.120974,15.368459,Transit
Kepler-812 b,,0.0385876,0.103618,10.11716531,Transit
HD 95872 b,4.59415,4.59415,5.15426,4375,RV
Kepler-1242 b,,0.017125,0.102343,13.62798432,Transit
51 Peg b,0.461143,0.461143,0.0521068,4.230785,RV
WASP-60 b,0.511799,0.512143,0.0531121,4.3050011,Transit
Kepler-904 b,,0.0130579,0.0429791,3.02166863,Transit
Kepler-1113 b,,0.0238504,0.246742,42.3004954,Transit
Kepler-99 b,0.0203553,0.01935,0.0500668,4.60358,Transit
Kepler-1394 b,,0.00915206,0.0575502,3.93766373,Transit
Kepler-752 b,,0.0238504,0.132223,18.82747265,Transit
Kepler-125 c,,0.00100422,0.0629914,5.774464,Transit
HD 5319 c,1.15,1.15,2.0717,886,RV
Kepler-996 b,,0.014644,0.0487927,3.77059058,Transit
Kepler-588 b,,0.0213319,0.0512901,4.22162536,Transit
Kepler-1454 b,,0.0138656,0.246197,47.0319479,Transit
Kepler-319 c,,0.0212781,0.0712147,6.941357,Transit
Kepler-1143 c,,0.0397462,0.645826,210.630591,Transit
Kepler-153 b,,0.0255184,0.138715,18.870227,Transit
Kepler-1642 c,,0.021628,0.0663298,6.6513802,Transit
Kepler-1336 b,,0.014644,0.15594,23.198681,Transit
55 Cnc f,0.172877,0.172877,0.773567,261.2,RV
GJ 628 b,0.00608135,0.00608135,0.0374757,4.88693327,RV
K2-8 c,,0.0192918,0.0533524,5.06416,Transit
Kepler-539 b,,0.241296,0.498966,125.63243,Transit
Kepler-929 b,,0.00422224,0.0185879,0.92103214,Transit
Kepler-238 d,,0.0281036,0.109494,13.233549,Transit
HAT-P-54 b,0.760605,0.76,0.0411908,3.799847,Transit
HIP 67851 b,1.41789,1.41789,0.458562,88.8,RV
Kepler-845 b,,0.0151003,0.0172109,0.92785982,Transit
Kepler-1245 c,,0.0101747,0.0381652,2.93658468,Transit
Kepler-153 c,,0.0200225,0.254528,46.90232,Transit
HD 212301 b,0.39615,0.39615,0.034116,2.245715,RV
Kepler-574 b,,0.0183949,0.0747518,7.65880414,Transit
Kepler-865 b,,0.0195285,0.11183,14.16399294,Transit
Kepler-295 c,,0.00508144,0.151444,21.526258,Transit
GJ 504 b,,4,,,Imaging
HAT-P-15 b,1.9513,1.95154,0.0964692,10.863502,Transit
Kepler-24 e,,0.0233538,0.139343,18.998355,Transit
HD 209458 b,0.68851,0.689646,0.047235,3.52474859,RV
HATS-28 b,0.668601,0.670098,0.0413137,3.1810781,Transit
Kepler-729 b,,0.0391627,0.0413386,3.16635371,Transit
HD 102272 b,4.10898,4.10898,0.512595,127.58,RV
K2-3 d,,0.0116544,0.207594,44.5631,Transit
HD 181433 b,0.0237331,0.0237331,0.0800943,9.3743,RV
Kepler-898 b,,0.0115494,0.0551696,5.8706191,Transit
HD 187123 b,0.510056,0.510056,0.042091,3.0965828,RV
Kepler-1481 b,,0.00609283,0.0596031,5.94220998,Transit
HD 108147 b,0.257999,0.257999,0.101407,10.8985,RV
Kepler-82 c,,0.095206,0.256743,51.538,Transit
Kepler-1143 b,,0.0123746,0.0370047,2.88890485,Transit
Kepler-1617 b,,0.00553813,0.18671,27.4785572,Transit
WASP-61 b,2.05477,2.05491,0.0514489,3.8559,Transit
Kepler-58 b,,0.0233176,0.0905953,10.2184954,Transit
eta Cet b,2.5485,2.5485,1.28444,407.5,RV
Kepler-606 b,,0.0327999,0.17109,24.31575992,Transit
Kepler-686 b,,1,0.0261684,1.59474546,Transit
Kepler-487 b,,1,0.117181,15.3587684,Transit
Kepler-957 b,,0.101052,0.0596165,5.90741354,Transit
Kepler-1099 b,,0.0240196,0.0328963,2.16845259,Transit
WASP-124 b,0.594591,0.595833,0.0450255,3.37265,Transit
Kepler-379 b,,0.0123078,0.144671,20.09838,Transit
Kepler-376 b,,0.00371234,0.0566146,4.920199,Transit
Kepler-166 d,,0.0127496,0,1.55400393,Transit
HD 215497 c,0.327524,0.327524,1.28243,567.94,RV
Kepler-1345 b,,0.0181548,0.270063,44.6169557,Transit
Kepler-1325 b,,0.024536,0.20001,33.8786838,Transit
Qatar-3 b,4.30505,4.31177,0.0378387,2.5079204,Transit
Kepler-1624 b,,0.108832,0.0343627,3.29030452,Transit
Kepler-1086 c,,0.0257931,0.515367,161.5163345,Transit
Kepler-662 b,,0.0162741,0.140653,21.67697486,Transit
Kepler-225 b,,0.00554835,0.0698236,6.738975,Transit
CoRoT-17 b,2.45898,2.46001,0.0480499,3.7681,Transit
xi Aql b,1.77912,1.77912,0.53813,136.75,RV
KELT-16 b,2.72909,2.74218,0.0204134,0.9689951,Transit
Kepler-444 d,,0.000340205,0.0601536,6.189392,Transit
Kepler-1058 b,,0.0225477,0.406917,110.96546,Transit
Kepler-892 b,,0.0238504,0.102064,13.7521072,Transit
Kepler-444 e,,0.000377818,0.0698427,7.743493,Transit
HD 33564 b,9.12785,9.12785,1.1241,388,RV
Kepler-1243 b,,0.0129028,0.126801,16.8320729,Transit
K2-39 b,0.167379,0.167379,0.0574384,4.60497,Transit
Kepler-635 b,,0.0214793,0.176326,23.44971004,Transit
Kepler-890 b,,0.294675,0.283321,52.75875577,Transit
HD 40979 b,4.02224,4.02224,0.846038,264.15,RV
Kepler-959 b,,0.0632121,0.137986,14.80074836,Transit
GJ 581 c,0.0167756,0.0167756,0.0729238,12.9182,RV
Kepler-945 b,,0.0213319,0.191192,31.0033814,Transit
Kepler-1303 b,,0.00991268,0.0756444,7.56127224,Transit
HD 10180 c,0.0415054,0.0415054,0.0641175,5.75962,RV
WASP-31 b,0.477154,0.479329,0.0466223,3.405909,Transit
Kepler-1496 b,,0.0166923,0.33316,64.6588017,Transit
bet UMi b,6.1,6.1,1.4219,522.3,RV
HD 134987 c,0.804926,0.804926,5.82513,5000,RV
Kepler-1118 b,,0.0227057,0.220779,38.6715075,Transit
Kepler-1286 b,,0.0160703,0.098283,11.25402929,Transit
Kepler-102 d,0.0126441,0.00574989,0.0860714,10.3117,Transit
Kepler-164 d,,0.0190864,0.184674,28.986769,Transit
HD 40307 b,0.0129071,0.0129071,0.0468927,4.3115,RV
WASP-101 b,0.494408,0.5,0.0505526,3.585722,Transit
Kepler-1395 b,,0.00129651,0.050083,3.78470649,Transit
BD -11 4672 b,0.537715,0.537715,2.28335,1667,RV
Kepler-199 c,,0.0316029,0.323142,67.093408,Transit
Kepler-344 b,,0.0210192,0.15349,21.963945,Transit
Kepler-132 b,,0.0057099,0.0658943,6.178196,Transit
iota Dra b,9.31534,9.31534,1.31029,511.098,RV
HD 108874 b,1.2902,1.2902,1.03527,394.48124,RV
Kepler-250 d,,0.0163243,0.132661,17.648312,Transit
Kepler-256 d,,0.0194307,0.0634611,5.839172,Transit
Kepler-187 b,,0.00960182,0.0567577,4.938864,Transit
HD 4732 b,2.37727,2.37727,1.19218,360.2,RV
Kepler-991 b,,0.0201979,0.31971,82.5342519,Transit
Kepler-374 d,,0.00749504,0.0574402,5.028219,Transit
Kepler-563 b,,0.0285386,0.143439,22.18432708,Transit
Kepler-1119 b,,0.0141192,0.0832447,8.3265153,Transit
Kepler-383 c,,0.00621274,0.193962,31.200751,Transit
HD 23596 b,7.74272,7.74272,2.77219,1561,RV
Kepler-1630 b,,0.0163773,1.08768,509.997402,Transit
Kepler-295 b,,0.00587447,0.106224,12.645164,Transit
Kepler-171 d,,0.0139171,0.227355,39.595519,Transit
HD 25171 b,0.956204,0.956204,3.03064,1845,RV
HD 83443 b,0.395855,0.395855,0.0404623,2.985698,RV
Kepler-304 e,,0.00553813,0.0237976,1.49914695,Transit
Kepler-287 b,,0.0177874,0.145838,20.342199,Transit
Kepler-1065 b,,0.0434306,0.0451092,3.60930891,Transit
WASP-36 b,2.25537,2.26929,0.0262601,1.5373653,Transit
Kepler-1358 b,,0.00437411,0.0674338,7.06317341,Transit
Kepler-213 c,,0.0178911,0.0558662,4.822962,Transit
Kepler-268 b,,0.0202659,0.17147,25.934138,Transit
Kepler-532 b,,0.020474,0.102896,12.92491623,Transit
K2-17 b,,0.0163828,0.119778,17.9691,Transit
Kepler-430 b,,0.0330424,0.224449,35.968,Transit
HD 43691 b,2.49717,2.49717,0.241901,36.959999,RV
Kepler-204 b,,0.0200225,0.115842,14.400974,Transit
Kepler-149 c,,0.0119837,0.284166,55.328328,Transit
HD 165155 b,2.80946,2.80946,1.13113,434.5,RV
Kepler-1371 b,,0.000951027,0.0426259,3.4462039,Transit
30 Ari B b,9.87792,9.87792,0.99475,335.1,RV
Kepler-1120 b,,0.00890695,0.0370474,2.94902905,Transit
Kepler-1597 b,,0.00364938,0.0433296,2.94654179,Transit
HAT-P-6 b,1.05632,1.05957,0.0523738,3.852985,Transit
Kepler-35 b,,0.127011,0.48628,131.458,Transit
Kepler-1581 b,,0.00129651,0.0692091,6.28385491,Transit
Kepler-397 b,,0.0192003,0.154824,22.250949,Transit
Kepler-129 c,,0.0202659,0.369989,82.20017,Transit
Kepler-398 c,,0.00302153,0.0992436,11.419412,Transit
Kepler-551 b,,0.0227057,0.0907073,12.3764661,Transit
Kepler-850 b,,0.0131362,0.0743561,7.19303878,Transit
Kepler-211 b,,0.00656354,0.0504476,4.138575,Transit
Kepler-242 b,,0.0210192,0.0796077,8.20395,Transit
Kepler-138 b,,0.00021,0.074609,10.312364,Transit
HIP 8541 b,5.48299,5.48299,2.77823,1560.2,RV
Kepler-389 b,,0.0120453,0.0428881,3.244107,Transit
PSR B1257+12 A,,0.0000629267,0.168494,25.262,Timing
BD -08 2823 c,0.328101,0.328101,0.679166,237.6,RV
Kepler-611 b,,0.0122275,0.0355594,2.4370333,Transit
Kepler-951 b,,0.104473,0.309084,71.52530845,Transit
4 UMa b,7.13242,7.13242,0.876999,269.29999,RV
Qatar-1 b,1.08272,1.08979,0.0234308,1.420033,Transit
Kepler-794 b,,0.0156727,0.103391,11.13125132,Transit
HD 10697 b,6.23505,6.23505,2.13177,1075.2,RV
Kepler-597 b,,0.0181548,0.107239,13.02365861,Transit
Kepler-1433 b,,0.0116544,0.0526772,4.13592271,Transit
Kepler-194 b,,0.0120453,0.032015,2.092281,Transit
Kepler-1121 b,,0.014034,0.1187,13.15141081,Transit
HD 33844 c,1.76867,1.76867,2.23776,916,RV
Kepler-221 d,,0.022635,0.0910907,10.04156,Transit
Kepler-338 d,,0.0268614,0.245507,44.431014,Transit
Kepler-1575 b,,0.00752338,0.0359389,2.55314213,Transit
Kepler-535 b,,0.0181548,0.059689,4.90332155,Transit
Kepler-32 e,,0.0117511,0.0323795,2.896,Transit
K2-66 b,,0.0199094,0.0597996,5.06963,Transit
HD 113337 b,2.83,2.83,1.03346,324,RV
Kepler-146 b,,0.0427893,0.193788,31.158799,Transit
Kepler-11 f,,0.00723031,0.250413,46.6888,Transit
BD +20 2457 b,11.8883,11.8883,1.04992,379.63,RV
Kepler-1152 b,,0.0018073,0.0223609,1.64680191,Transit
Kepler-176 c,,0.0208911,0.106865,12.759712,Transit
mu Ara d,0.0345873,0.0345873,0.0927843,9.6386,RV
HD 3651 b,0.228975,0.228975,0.29472,62.218,RV
KIC 11442793 d,,0.0247111,0.307074,56.73667,Transit
Kepler-714 b,,0.667539,0.0812267,8.09888799,Transit
Kepler-1236 b,,0.0159697,0.183885,31.0571618,Transit
Kepler-442 b,,0.00809285,0.386141,112.3053,Transit
Kepler-1193 b,,0.00774372,0.0401985,2.83265213,Transit
Kepler-1262 b,,0.0133743,0.0823755,8.67900242,Transit
HD 99706 b,1.40289,1.40289,2.13423,868,RV
Kepler-251 b,,0.00789025,0.0556186,4.790936,Transit
HD 169830 b,2.88946,2.88946,0.813279,225.62,RV
K2-34 b,1.68332,1.69892,0.0435463,2.995629,Transit
Kepler-292 c,,0.0110268,0.0469467,3.715335,Transit
Kepler-1367 b,,0.00215846,0.0225817,1.57409027,Transit
Kepler-491 b,,0.476871,0.0518237,4.22538451,Transit
HD 175541 b,0.52763,0.52763,0.961227,297.3,RV
Kepler-324 b,,0.00464108,0.0524333,4.385315,Transit
Kepler-250 c,,0.0172808,0.0726807,7.156804,Transit
Kepler-462 b,,0.044402,0.440508,84.6879808,Transit
Kepler-568 b,,0.017125,0.0794218,11.02347475,Transit
Kepler-1149 b,,0.0101747,0.0473895,3.73089898,Transit
HD 202206 c,2.33098,2.33098,2.49004,1383.4,RV
Kepler-309 b,,0.0116666,0.0640717,5.923653,Transit
Kepler-1116 b,,0.0201979,0.231343,41.6977827,Transit
Kepler-1146 b,,0.00609283,0.0313094,2.3522658,Transit
Kepler-940 b,,0.0335331,0.295668,59.6225257,Transit
Kepler-1103 b,,0.0172355,0.148265,19.79191978,Transit
Kepler-1117 b,,0.00422224,0.0546708,4.79028459,Transit
Kepler-571 b,,0.0214793,0.0543472,4.79859939,Transit
Kepler-843 b,,0.020755,0.0318315,2.05387982,Transit
Kepler-936 b,,0.010441,0.0916253,10.56134221,Transit
Kepler-1339 b,,0.000852625,0.0233196,1.34155513,Transit
Kepler-1005 b,,0.0118373,0.0681491,6.49801525,Transit
HD 145457 b,2.97219,2.97219,0.762504,176.3,RV
KELT-19 A b,,0.299893,0.0636824,4.6117093,Transit
Kepler-261 c,,0.0147725,0.165407,24.570858,Transit
Kepler-465 b,,0.0259788,0.0969435,9.94067247,Transit
Kepler-336 c,,0.0156092,0.0884004,9.600001,Transit
Kepler-1584 b,,0.0120099,0.113973,13.3997099,Transit
Kepler-1475 b,,0.0256089,0.390903,82.177374,Transit
HD 206610 b,1.97113,1.97113,1.53703,610,RV
M 67 SAND 364 b,1.88274,1.88274,0.531449,121.71,RV
Kepler-711 b,,0.0350514,0.151882,23.58914398,Transit
HD 29021 b,2.45698,2.45698,2.28031,1362.3,RV
Kepler-365 b,,0.0151,0.0948224,10.664903,Transit
Kepler-1610 b,,0.0120099,0.0802343,8.70181574,Transit
Kepler-838 b,,0.0227057,0.122141,15.74957994,Transit
Kepler-802 b,,0.0383032,0.223648,40.0587473,Transit
K2-139 b,0.390243,0.390252,0.177066,28.38236,Transit
Kepler-1412 b,,0.0015002,0.0469983,3.6146051,Transit
Kepler-864 b,,0.0185165,0.0634219,5.83376092,Transit
Kepler-92 d,,,0.28053,49.3568,Transit
HD 12661 c,1.9487,1.9487,2.91927,1707.8812,RV
Kepler-12 b,0.431855,0.431956,0.0556348,4.4379637,Transit
Kepler-229 d,,0.0469127,0.233437,41.194912,Transit
Kepler-1411 b,,0.0240196,0.375175,86.1150888,Transit
Kepler-1545 b,,0.0222358,0.552567,163.692349,Transit
KIC 11442793 c,,0.0053608,0.088103,8.719375,Transit
HAT-P-36 b,1.83475,1.83923,0.0238229,1.327347,Transit
WASP-35 b,0.716644,0.717098,0.0431283,3.161575,Transit
HD 69830 d,0.0563373,0.0563373,0.627426,197,RV
CoRoT-22 b,0.0413051,0.0383,0.0922129,9.75598,Transit
HD 28254 b,1.1614,1.1614,2.14768,1116,RV
HD 81688 b,2.6907,2.6907,0.811148,184.02,RV
HD 210277 b,1.27275,1.27275,1.13105,442.19,RV
Kepler-1514 b,,1,0.755004,217.8317626,Transit
Kepler-132 c,,0.00692663,0.0675669,6.414914,Transit
WTS-1 b,3.98653,3.99885,0.0466301,3.352059,Transit
Kepler-322 b,,0.00302153,0.0273702,1.653888,Transit
HATS-23 b,1.45846,1.47655,0.0339907,2.1605156,Transit
HR 8799 c,,9.5,42.4842,82145,Imaging
Kepler-717 b,,0.0187628,0.0504222,4.40840023,Transit
Kepler-51 b,,0.00661,0.248169,45.1555023,Transit
Kepler-252 b,,0.00604207,0.0693352,6.668391,Transit
XO-1 b,0.918265,0.918464,0.049283,3.941534,Transit
Kepler-63 b,,0.125283,0.0869107,9.4341505,Transit
Kepler-1423 b,,0.00364938,0.150343,23.955378,Transit
HD 14067 b,7.81295,7.81295,3.36797,1455,RV
HD 35759 b,3.77395,3.77395,0.388877,82.467,RV
Kepler-33 d,,0.095206,0.166175,21.77596,Transit
Kepler-287 c,,0.0318107,0.247055,44.851896,Transit
Kepler-154 f,,0.0118373,0.0869078,9.91935684,Transit
Kepler-245 b,,0.0205131,0.0749207,7.49019,Transit
Kepler-537 b,,0.00965491,0.0438974,3.24755522,Transit
Kepler-989 b,,0.0165864,0.0730539,7.96431535,Transit
Kepler-100 c,0,0,0.109963,12.8159,Transit
GJ 15 A b,0.0168,0.0168,0.0716678,11.4433,RV
Kepler-180 c,,0.027035,0.236039,41.885775,Transit
Kepler-82 e,,0.019315,0.063917,5.902206,Transit
Kepler-20 d,0.0236858,0.0236865,0.345324,77.61184,Transit
Kepler-217 b,,0.0167934,0.0600513,5.374943,Transit
Kepler-1523 b,,0.0117956,0.0185737,0.93875077,Transit
Kepler-235 e,,0.0166981,0.251922,46.183669,Transit
Kepler-227 c,,0.0275635,0.281042,54.418694,Transit
Kepler-169 d,,0.00638668,0.0805377,8.348125,Transit
Kepler-1226 b,,0.010441,0.131737,17.2923453,Transit
Kepler-1623 b,,0.00752338,0.0522416,4.36128348,Transit
Kepler-254 b,,0.0475314,0.0633704,5.826662,Transit
Kepler-79 e,,0.0129,0.366575,81.065298,Transit
Kepler-241 b,,0.0177874,0.106632,12.718092,Transit
K2-19 d,,0.00363755,0.0352682,2.50856,Transit
Kepler-1525 b,,0.00206633,0.0360472,2.41660118,Transit
Kepler-749 b,,0.028747,0.121097,17.31716585,Transit
55 Cnc b,0.801471,0.801471,0.113377,14.651,RV
Kepler-176 e,,0.010441,0,51.16579,Transit
Kepler-565 b,,0.0409391,0.0509544,4.24374723,Transit
Kepler-631 b,,0.0252452,0.144301,17.97979059,Transit
Kepler-380 c,,0.00674351,0.0758501,7.630004,Transit
Kepler-384 b,,0.00436179,0.156426,22.597053,Transit
Kepler-1592 b,,0.0115145,0.0435619,3.05710069,Transit
Kepler-193 c,,0.0229193,0.26808,50.697494,Transit
Kepler-1097 b,,0.0318486,0.600611,187.747029,Transit
Kepler-368 c,,0.0478436,0.339899,72.379334,Transit
Kepler-102 f,0.0269906,0.00195073,0.165339,27.4536,Transit
Kepler-131 c,0.0525494,0.0525494,0.170752,25.5169,Transit
Kepler-74 b,0.665099,0.66711,0.0827067,7.340718,Transit
WASP-65 b,1.54502,1.54536,0.0334131,2.3114243,Transit
BD +15 2375 b,1.06215,1.06215,0.575123,153.22,RV
HD 207832 b,0.564176,0.564176,0.569755,161.97,RV
M 67 YBP 1514 b,0.397418,0.397418,0.057344,5.118,RV
WASP-55 b,0.57116,0.571173,0.0532575,4.465633,Transit
Kepler-1064 b,,0.0115843,0.120351,16.54080322,Transit
Kepler-280 b,,0.010538,0.0324953,2.139542,Transit
HD 219134 c,0.0136956,0.0137111,0.0652526,6.76458,RV
HAT-P-56 b,2.15975,2.18029,0.0423182,2.7908327,Transit
Kepler-1277 b,,0.0119381,0.227343,40.8365012,Transit
Kepler-1144 b,,0.0147338,0.12926,17.14647302,Transit
HATS-33 b,1.191,1.19203,0.0372774,2.5495551,Transit
Kepler-325 c,,0.0201438,0.106878,12.762172,Transit
GJ 3293 b,0.0741085,0.0741085,0.143389,30.59857452,RV
Kepler-547 b,,0.0517963,0.0595534,6.01038429,Transit
HD 33283 b,0.330171,0.330171,0.145378,18.179001,RV
Kepler-1312 b,,0.0155754,0.060394,5.44832529,Transit
Kepler-842 b,,0.0119381,0.0205641,1.21956827,Transit
OGLE-TR-111 b,0.548406,0.55,0.0468733,4.0144479,Transit
MOA-2007-BLG-400L b,,0.83,,,Microlensing
WASP-126 b,0.284135,0.284326,0.044951,3.2888,Transit
K2-137 b,,0.00206485,0.00482158,0.179715,Transit
Kepler-704 b,,0.0210409,0.0468593,3.76182115,Transit
HD 10180 e,0.0797893,0.0797893,0.269917,49.747,RV
K2-55 b,,0.0478721,0.0348576,2.849258,Transit
Kepler-1532 b,,0.00819664,0.0201315,1.09366356,Transit
YZ Cet d,0.00359635,0.00359635,0.027645,4.65627,RV
Kepler-647 b,,0.00501732,0.126673,16.2254649,Transit
Kepler-765 b,,0.0188877,0.181954,27.6655226,Transit
Kepler-1016 c,,0.0418568,0.435925,105.6551369,Transit
Kepler-185 b,,0.00508144,0.0271381,1.6329,Transit
55 Cnc d,3.54451,3.54451,5.47467,4909,RV
HD 155233 b,1.99403,1.99403,2.06593,885,RV
WASP-3 b,2.00437,2.01184,0.0314948,1.846834,Transit
HD 148156 b,0.847612,0.847612,2.12913,1027,RV
Kepler-172 d,,0.0169862,0.117052,14.627119,Transit
Kepler-967 c,,0.0412428,0.628803,198.7112502,Transit
Kepler-182 c,,0.0355742,0.147469,20.684342,Transit
Kepler-1016 b,,0.0162741,0.0304915,1.95452434,Transit
Kepler-307 b,,,0.0903808,10.4208,Transit
Kepler-1266 b,,0.0206139,0.169412,28.474748,Transit
TrES-5 b,1.77,1.7781,0.0245157,1.4822446,Transit
Kepler-1306 b,,0.014034,0.12495,16.29595382,Transit
Kepler-1483 b,,0.0124263,0.0946205,9.5085156,Transit
Kepler-1047 b,,0.0154788,0.294564,56.1886887,Transit
Kepler-645 b,,0.0155754,0.0449621,3.27582262,Transit
Kepler-49 e,,0.0116666,0.137369,18.596108,Transit
HD 222155 b,2.02633,2.02633,5.13864,3999,RV
Kepler-399 c,,0.0100631,0.174723,26.67569,Transit
Kepler-761 b,,0.0150076,0.0900599,10.12804789,Transit
Kepler-1278 b,,0.0030088,0.0443634,3.23941344,Transit
Kepler-175 c,,0.0286557,0.205538,34.035257,Transit
Kepler-391 c,,0.0382517,0.146522,20.485435,Transit
HD 73526 b,2.8556,2.8556,0.646509,188.3,RV
Kepler-768 b,,0.0132151,0.0927369,11.3910025,Transit
Kepler-879 b,,0.020474,0.204258,33.3855938,Transit
Kepler-1428 b,,0.0121546,0.103027,10.67607169,Transit
Kepler-200 b,,0.0158724,0.0821165,8.594805,Transit
Kepler-1036 b,,0.0271261,0.475522,122.8808058,Transit
Kepler-1129 c,,0.0227057,0.352794,76.5369586,Transit
KIC 7917485 b,11.8793,11.8793,2.05522,840,Transit
HD 117207 b,1.8189,1.8189,3.73753,2597,RV
Kepler-122 d,,0.0165098,0.151731,21.587475,Transit
Kepler-1140 b,,0.0231879,0.148956,24.0862707,Transit
Kepler-1565 b,,0.0053608,0.0237986,1.53818844,Transit
Kepler-1645 b,,0.0131362,0.126015,16.1779561,Transit
Kepler-769 b,,0.0256089,0.0789397,7.42608998,Transit
Kepler-1239 b,,0.0252452,0.0656375,5.19104016,Transit
HD 121504 b,1.2223,1.2223,0.328688,63.330002,RV
Kepler-1089 b,,0.0134548,0.0468266,5.13248562,Transit
Kepler-499 b,,0.0162741,0.0591446,5.63252845,Transit
HD 40956 b,4.30224,4.30224,1.7133,578.6,RV
GJ 3138 d,0.0340807,0.0340807,0.698075,258.14242533,RV
Kepler-852 b,,0.0201979,0.262112,44.9309804,Transit
Kepler-1354 b,,0.0263549,0.370933,76.613377,Transit
Kepler-342 e,,0.00189081,0.0283971,1.64422461,Transit
Kepler-1366 b,,0.0101747,0.0279245,2.16457097,Transit
HD 156846 b,11.0076,11.0076,1.11751,359.51001,RV
Kepler-18 b,,0.022,0.0447299,3.504725,Transit
Kepler-1548 b,,0.0214793,0.487186,124.828679,Transit
K2-138 b,,0.0119894,0.0337968,2.35322,Transit
HR 8799 d,,9.5,26.7553,41054,Imaging
HAT-P-23 b,2.0884,2.09606,0.0231971,1.212884,Transit
HD 224693 b,0.714594,0.714594,0.192441,26.73,RV
Kepler-1401 b,,0.0124487,0.100207,11.20066445,Transit
Kepler-505 b,,0.0208973,0.146166,27.52197994,Transit
Kepler-388 c,,0.00170474,0.109844,13.297004,Transit
Kepler-862 b,,0.0165864,0.0402889,3.14866453,Transit
Kepler-246 c,,0.0117855,0.0978933,11.187161,Transit
Kepler-795 b,,0.0124487,0.183527,29.6193421,Transit
Kepler-941 b,,0.0283318,0.126522,17.42395198,Transit
HD 158038 b,1.79425,1.79425,1.49788,521,RV
GJ 3942 b,0.0224877,0.0224877,0.0608369,6.905,RV
Kepler-1502 b,,0.0302544,0.265793,41.7083629,Transit
Kepler-888 b,,0.0129801,0.331234,70.6979061,Transit
Kepler-822 b,,0.0130579,0.0435391,3.22296927,Transit
Kepler-240 b,,0.00871939,0.0504957,4.144495,Transit
Kepler-26 c,,0.0397121,0.113189,17.25204,Transit
Kepler-143 c,,0.0341953,0.176495,27.082511,Transit
Kepler-1469 b,,0.0236826,0.148827,21.8635301,Transit
Kepler-1334 b,,0.0173469,0.119927,15.64591713,Transit
Kepler-508 b,,0.0121546,0.177259,25.30889748,Transit
K2-21 c,,0.014144,0.104852,15.5012,Transit
Kepler-1091 b,,0.0107116,0.0249783,1.43474156,Transit
GJ 179 b,0.824243,0.824243,2.41241,2288,RV
Kepler-206 b,,0.00554835,0.0768541,7.781987,Transit
Kepler-22 b,,0.0183345,0.848513,289.8623,Transit
Kepler-1101 b,,0.0192688,0.359829,81.3151059,Transit
Kepler-1369 b,,0.0220818,0.170628,25.873148,Transit
Kepler-68 c,0.00627171,0.015142,0.0907017,9.605085,Transit
Kepler-986 b,,0.0181548,0.284051,56.4349938,Transit
Kepler-300 b,,0.0123736,0.0935225,10.446347,Transit
Kepler-937 b,,0.0431113,0.340485,67.668827,Transit
Kepler-110 c,,0.0166036,0.196107,31.719775,Transit
Kepler-42 d,,0.000404706,0.0150222,1.865169,Transit
Kepler-357 d,,0.0355742,0.263841,49.499875,Transit
HD 143361 b,3.42269,3.42269,1.98497,1046.2,RV
Kepler-715 b,,0.0440759,0.0920746,10.00652995,Transit
HD 155358 b,0.819484,0.819484,0.626938,194.3,RV
