week,status,age,deaths,pop,percent_of_age_group,mortality_rate_per_100k
2021-05-14,21 days or more after first dose,10-59,2.0,7156665.0,26.3,
2021-05-14,21 days or more after first dose,60-69,6.0,1698317.0,32.2,0.4
2021-05-14,21 days or more after first dose,70-79,5.0,126789.0,2.9,3.9
2021-05-14,21 days or more after first dose,80+,14.0,72862.0,2.9,19.2
2021-05-21,21 days or more after first dose,10-59,2.0,6482246.0,23.8,
2021-05-21,21 days or more after first dose,60-69,4.0,1124158.0,21.3,0.4
2021-05-21,21 days or more after first dose,70-79,3.0,94245.0,2.2,3.2
2021-05-21,21 days or more after first dose,80+,11.0,60033.0,2.4,18.3
2021-05-28,21 days or more after first dose,10-59,4.0,5497830.0,20.2,0.1
2021-05-28,21 days or more after first dose,60-69,6.0,596527.0,11.3,1.0
2021-05-28,21 days or more after first dose,70-79,3.0,72540.0,1.7,4.1
2021-05-28,21 days or more after first dose,80+,7.0,49876.0,2.0,14.0
2021-06-04,21 days or more after first dose,10-59,3.0,4870081.0,17.9,0.1
2021-06-04,21 days or more after first dose,60-69,2.0,320208.0,6.1,
2021-06-04,21 days or more after first dose,70-79,1.0,62353.0,1.4,
2021-06-04,21 days or more after first dose,80+,4.0,45024.0,1.8,8.9
2021-06-11,21 days or more after first dose,10-59,2.0,4359043.0,16.0,
2021-06-11,21 days or more after first dose,60-69,1.0,179440.0,3.4,
2021-06-11,21 days or more after first dose,70-79,2.0,53396.0,1.2,
2021-06-11,21 days or more after first dose,80+,5.0,40029.0,1.6,12.5
2021-06-18,21 days or more after first dose,10-59,5.0,4164355.0,15.3,0.1
2021-06-18,21 days or more after first dose,60-69,2.0,123802.0,2.3,
2021-06-18,21 days or more after first dose,70-79,0.0,47275.0,1.1,
2021-06-18,21 days or more after first dose,80+,8.0,36360.0,1.4,22.0
2021-06-25,21 days or more after first dose,10-59,1.0,4047270.0,14.9,
2021-06-25,21 days or more after first dose,60-69,1.0,100979.0,1.9,
2021-06-25,21 days or more after first dose,70-79,2.0,43235.0,1.0,
2021-06-25,21 days or more after first dose,80+,4.0,33656.0,1.3,11.9
2021-07-02,21 days or more after first dose,10-59,2.0,4014262.0,14.8,
2021-07-02,21 days or more after first dose,60-69,4.0,89833.0,1.7,4.5
2021-07-02,21 days or more after first dose,70-79,4.0,40488.0,0.9,9.9
2021-07-02,21 days or more after first dose,80+,3.0,31836.0,1.3,9.4
2021-07-09,21 days or more after first dose,10-59,3.0,4194907.0,15.5,0.1
2021-07-09,21 days or more after first dose,60-69,2.0,83547.0,1.6,
2021-07-09,21 days or more after first dose,70-79,5.0,38913.0,0.9,12.8
2021-07-09,21 days or more after first dose,80+,5.0,30592.0,1.2,16.3
2021-07-16,21 days or more after first dose,10-59,3.0,4390438.0,16.2,0.1
2021-07-16,21 days or more after first dose,60-69,4.0,78172.0,1.5,5.1
2021-07-16,21 days or more after first dose,70-79,3.0,37375.0,0.9,8.0
2021-07-16,21 days or more after first dose,80+,3.0,29433.0,1.2,10.2
2021-07-23,21 days or more after first dose,10-59,5.0,4332598.0,16.0,0.1
2021-07-23,21 days or more after first dose,60-69,4.0,74462.0,1.4,5.4
2021-07-23,21 days or more after first dose,70-79,3.0,36192.0,0.8,8.3
2021-07-23,21 days or more after first dose,80+,6.0,28472.0,1.1,21.1
2021-07-30,21 days or more after first dose,10-59,3.0,4108069.0,15.2,0.1
2021-07-30,21 days or more after first dose,60-69,4.0,71121.0,1.3,5.6
2021-07-30,21 days or more after first dose,70-79,3.0,35087.0,0.8,8.6
2021-07-30,21 days or more after first dose,80+,4.0,27595.0,1.1,14.5
2021-08-06,21 days or more after first dose,10-59,4.0,3755357.0,13.9,0.1
2021-08-06,21 days or more after first dose,60-69,6.0,68303.0,1.3,8.8
2021-08-06,21 days or more after first dose,70-79,8.0,34094.0,0.8,23.5
2021-08-06,21 days or more after first dose,80+,6.0,26880.0,1.1,22.3
2021-08-13,21 days or more after first dose,10-59,5.0,3274674.0,12.1,0.2
2021-08-13,21 days or more after first dose,60-69,1.0,66092.0,1.2,
2021-08-13,21 days or more after first dose,70-79,1.0,33335.0,0.8,
2021-08-13,21 days or more after first dose,80+,11.0,26268.0,1.0,41.9
2021-08-20,21 days or more after first dose,10-59,7.0,2739609.0,10.1,0.3
2021-08-20,21 days or more after first dose,60-69,4.0,64131.0,1.2,6.2
2021-08-20,21 days or more after first dose,70-79,4.0,32624.0,0.8,12.3
2021-08-20,21 days or more after first dose,80+,7.0,25748.0,1.0,27.2
2021-08-27,21 days or more after first dose,10-59,2.0,2244985.0,8.3,
2021-08-27,21 days or more after first dose,60-69,1.0,62016.0,1.2,
2021-08-27,21 days or more after first dose,70-79,5.0,31803.0,0.7,15.7
2021-08-27,21 days or more after first dose,80+,3.0,25229.0,1.0,11.9
2021-09-03,21 days or more after first dose,10-59,6.0,1939107.0,7.2,0.3
2021-09-03,21 days or more after first dose,60-69,3.0,61017.0,1.2,4.9
2021-09-03,21 days or more after first dose,70-79,5.0,31412.0,0.7,15.9
2021-09-03,21 days or more after first dose,80+,4.0,24940.0,1.0,16.0
2021-09-10,21 days or more after first dose,10-59,4.0,1750963.0,6.5,0.2
2021-09-10,21 days or more after first dose,60-69,3.0,59948.0,1.1,5.0
2021-09-10,21 days or more after first dose,70-79,7.0,30983.0,0.7,22.6
2021-09-10,21 days or more after first dose,80+,8.0,24671.0,1.0,32.4
2021-09-17,21 days or more after first dose,10-59,2.0,1705321.0,6.3,
2021-09-17,21 days or more after first dose,60-69,4.0,58923.0,1.1,6.8
2021-09-17,21 days or more after first dose,70-79,4.0,30570.0,0.7,13.1
2021-09-17,21 days or more after first dose,80+,8.0,24458.0,1.0,32.7
2021-09-24,21 days or more after first dose,10-59,4.0,1655468.0,6.1,0.2
2021-09-24,21 days or more after first dose,60-69,6.0,57552.0,1.1,10.4
2021-09-24,21 days or more after first dose,70-79,4.0,30078.0,0.7,13.3
2021-09-24,21 days or more after first dose,80+,11.0,24113.0,1.0,45.6
2021-01-08,Second dose,10-59,0.0,44563.0,0.2,
2021-01-08,Second dose,60-69,0.0,9218.0,0.2,
2021-01-08,Second dose,70-79,0.0,4642.0,0.1,
2021-01-08,Second dose,80+,1.0,209613.0,8.3,
2021-01-15,Second dose,10-59,0.0,70452.0,0.3,
2021-01-15,Second dose,60-69,0.0,14810.0,0.3,
2021-01-15,Second dose,70-79,0.0,10524.0,0.2,
2021-01-15,Second dose,80+,14.0,304830.0,12.1,4.6
2021-01-22,Second dose,10-59,0.0,74082.0,0.3,
2021-01-22,Second dose,60-69,0.0,15643.0,0.3,
2021-01-22,Second dose,70-79,0.0,10860.0,0.3,
2021-01-22,Second dose,80+,25.0,306635.0,12.2,8.2
2021-01-29,Second dose,10-59,0.0,77230.0,0.3,
2021-01-29,Second dose,60-69,0.0,16350.0,0.3,
2021-01-29,Second dose,70-79,0.0,11186.0,0.3,
2021-01-29,Second dose,80+,25.0,307023.0,12.2,8.1
2021-02-05,Second dose,10-59,0.0,84517.0,0.3,
2021-02-05,Second dose,60-69,0.0,17833.0,0.3,
2021-02-05,Second dose,70-79,0.0,11853.0,0.3,
2021-02-05,Second dose,80+,18.0,307710.0,12.3,5.8
2021-02-12,Second dose,10-59,0.0,93412.0,0.3,
2021-02-12,Second dose,60-69,0.0,19738.0,0.4,
2021-02-12,Second dose,70-79,0.0,12852.0,0.3,
2021-02-12,Second dose,80+,17.0,309905.0,12.4,5.5
2021-02-19,Second dose,10-59,0.0,105286.0,0.4,
2021-02-19,Second dose,60-69,0.0,22822.0,0.4,
2021-02-19,Second dose,70-79,0.0,14336.0,0.3,
2021-02-19,Second dose,80+,25.0,311210.0,12.4,8.0
2021-02-26,Second dose,10-59,0.0,141603.0,0.5,
2021-02-26,Second dose,60-69,0.0,31093.0,0.6,
2021-02-26,Second dose,70-79,0.0,17174.0,0.4,
2021-02-26,Second dose,80+,6.0,321241.0,12.8,1.9
2021-03-05,Second dose,10-59,0.0,208829.0,0.8,
2021-03-05,Second dose,60-69,0.0,45620.0,0.9,
2021-03-05,Second dose,70-79,0.0,28494.0,0.7,
2021-03-05,Second dose,80+,8.0,395157.0,15.8,2.0
2021-03-12,Second dose,10-59,0.0,314865.0,1.2,
2021-03-12,Second dose,60-69,0.0,67628.0,1.3,
2021-03-12,Second dose,70-79,2.0,45592.0,1.1,
2021-03-12,Second dose,80+,19.0,518211.0,20.7,3.7
2021-03-19,Second dose,10-59,0.0,494125.0,1.8,
2021-03-19,Second dose,60-69,0.0,106385.0,2.0,
2021-03-19,Second dose,70-79,0.0,87724.0,2.1,
2021-03-19,Second dose,80+,9.0,647821.0,25.9,1.4
2021-03-26,Second dose,10-59,0.0,807129.0,3.0,
2021-03-26,Second dose,60-69,1.0,184824.0,3.5,
2021-03-26,Second dose,70-79,1.0,250434.0,5.8,
2021-03-26,Second dose,80+,15.0,944696.0,37.7,1.6
2021-04-02,Second dose,10-59,1.0,1263461.0,4.6,
2021-04-02,Second dose,60-69,0.0,320836.0,6.1,
2021-04-02,Second dose,70-79,2.0,702380.0,16.4,
2021-04-02,Second dose,80+,18.0,1511077.0,60.3,1.2
2021-04-09,Second dose,10-59,0.0,1689651.0,6.2,
2021-04-09,Second dose,60-69,1.0,489040.0,9.3,
2021-04-09,Second dose,70-79,3.0,1362058.0,31.8,0.2
2021-04-09,Second dose,80+,23.0,1899992.0,75.8,1.2
2021-04-16,Second dose,10-59,0.0,2143801.0,7.9,
2021-04-16,Second dose,60-69,0.0,766346.0,14.6,
2021-04-16,Second dose,70-79,3.0,2251813.0,52.5,0.1
2021-04-16,Second dose,80+,23.0,2130402.0,85.0,1.1
2021-04-23,Second dose,10-59,0.0,2605033.0,9.6,
2021-04-23,Second dose,60-69,1.0,1206463.0,22.9,
2021-04-23,Second dose,70-79,1.0,3167871.0,73.8,
2021-04-23,Second dose,80+,12.0,2243616.0,89.4,0.5
2021-04-30,Second dose,10-59,2.0,3064381.0,11.3,
2021-04-30,Second dose,60-69,1.0,1793390.0,34.1,
2021-04-30,Second dose,70-79,6.0,3718114.0,86.6,0.2
2021-04-30,Second dose,80+,15.0,2302641.0,91.7,0.7
2021-05-07,Second dose,10-59,1.0,3729768.0,13.7,
2021-05-07,Second dose,60-69,0.0,2537174.0,48.2,
2021-05-07,Second dose,70-79,7.0,3939496.0,91.7,0.2
2021-05-07,Second dose,80+,20.0,2334513.0,92.9,0.9
2021-05-14,Second dose,10-59,0.0,4732520.0,17.4,
2021-05-14,Second dose,60-69,4.0,3246353.0,61.6,0.1
2021-05-14,Second dose,70-79,1.0,4022892.0,93.6,
2021-05-14,Second dose,80+,14.0,2359356.0,93.9,0.6
2021-05-21,Second dose,10-59,0.0,5779050.0,21.2,
2021-05-21,Second dose,60-69,0.0,3826681.0,72.6,
2021-05-21,Second dose,70-79,1.0,4059855.0,94.4,
2021-05-21,Second dose,80+,16.0,2374678.0,94.5,0.7
2021-05-28,Second dose,10-59,1.0,7220792.0,26.6,
2021-05-28,Second dose,60-69,2.0,4359754.0,82.7,
2021-05-28,Second dose,70-79,3.0,4085758.0,94.9,0.1
2021-05-28,Second dose,80+,17.0,2386653.0,94.9,0.7
2021-06-04,Second dose,10-59,1.0,8454397.0,31.1,
2021-06-04,Second dose,60-69,3.0,4643404.0,88.1,0.1
2021-06-04,Second dose,70-79,9.0,4100247.0,95.2,0.2
2021-06-04,Second dose,80+,14.0,2393723.0,95.1,0.6
2021-06-11,Second dose,10-59,2.0,9770659.0,36.0,
2021-06-11,Second dose,60-69,0.0,4791772.0,90.9,
2021-06-11,Second dose,70-79,6.0,4113671.0,95.5,0.1
2021-06-11,Second dose,80+,21.0,2400809.0,95.4,0.9
2021-06-18,Second dose,10-59,1.0,10668457.0,39.3,
2021-06-18,Second dose,60-69,1.0,4853981.0,92.0,
2021-06-18,Second dose,70-79,8.0,4123838.0,95.7,0.2
2021-06-18,Second dose,80+,20.0,2406576.0,95.6,0.8
2021-06-25,Second dose,10-59,3.0,11264119.0,41.5,0.0
2021-06-25,Second dose,60-69,6.0,4881587.0,92.5,0.1
2021-06-25,Second dose,70-79,14.0,4131034.0,95.8,0.3
2021-06-25,Second dose,80+,25.0,2411240.0,95.7,1.0
2021-07-02,Second dose,10-59,4.0,11878770.0,43.8,0.0
2021-07-02,Second dose,60-69,4.0,4897642.0,92.8,0.1
2021-07-02,Second dose,70-79,21.0,4137307.0,95.9,0.5
2021-07-02,Second dose,80+,35.0,2415138.0,95.8,1.4
2021-07-09,Second dose,10-59,14.0,12468952.0,46.0,0.1
2021-07-09,Second dose,60-69,5.0,4908277.0,92.9,0.1
2021-07-09,Second dose,70-79,13.0,4141977.0,95.9,0.3
2021-07-09,Second dose,80+,57.0,2418180.0,95.9,2.4
2021-07-16,Second dose,10-59,11.0,13105121.0,48.4,0.1
2021-07-16,Second dose,60-69,16.0,4918511.0,93.1,0.3
2021-07-16,Second dose,70-79,37.0,4146156.0,96.0,0.9
2021-07-16,Second dose,80+,69.0,2420649.0,96.0,2.9
2021-07-23,Second dose,10-59,17.0,13743102.0,50.7,0.1
2021-07-23,Second dose,60-69,31.0,4926389.0,93.2,0.6
2021-07-23,Second dose,70-79,50.0,4150501.0,96.0,1.2
2021-07-23,Second dose,80+,122.0,2423002.0,96.0,5.0
2021-07-30,Second dose,10-59,19.0,14308774.0,52.8,0.1
2021-07-30,Second dose,60-69,26.0,4933722.0,93.3,0.5
2021-07-30,Second dose,70-79,58.0,4153746.0,96.1,1.4
2021-07-30,Second dose,80+,143.0,2424639.0,96.1,5.9
2021-08-06,Second dose,10-59,20.0,14862577.0,54.9,0.1
2021-08-06,Second dose,60-69,34.0,4940429.0,93.4,0.7
2021-08-06,Second dose,70-79,67.0,4157055.0,96.1,1.6
2021-08-06,Second dose,80+,145.0,2426801.0,96.1,6.0
2021-08-13,Second dose,10-59,28.0,15487715.0,57.3,0.2
2021-08-13,Second dose,60-69,39.0,4946335.0,93.5,0.8
2021-08-13,Second dose,70-79,87.0,4159687.0,96.1,2.1
2021-08-13,Second dose,80+,162.0,2428869.0,96.2,6.7
2021-08-20,Second dose,10-59,25.0,16130673.0,59.7,0.2
2021-08-20,Second dose,60-69,41.0,4951729.0,93.5,0.8
2021-08-20,Second dose,70-79,98.0,4162177.0,96.2,2.4
2021-08-20,Second dose,80+,187.0,2430754.0,96.2,7.7
2021-08-27,Second dose,10-59,21.0,16716007.0,61.8,0.1
2021-08-27,Second dose,60-69,43.0,4957086.0,93.6,0.9
2021-08-27,Second dose,70-79,94.0,4164566.0,96.2,2.3
2021-08-27,Second dose,80+,239.0,2432584.0,96.2,9.8
2021-09-03,Second dose,10-59,32.0,17133651.0,63.4,0.2
2021-09-03,Second dose,60-69,45.0,4961400.0,93.7,0.9
2021-09-03,Second dose,70-79,117.0,4166451.0,96.2,2.8
2021-09-03,Second dose,80+,237.0,2434299.0,96.2,9.7
2021-09-10,Second dose,10-59,35.0,17493725.0,64.8,0.2
2021-09-10,Second dose,60-69,52.0,4965243.0,93.7,1.0
2021-09-10,Second dose,70-79,147.0,4168392.0,96.2,3.5
2021-09-10,Second dose,80+,294.0,2435944.0,96.3,12.1
2021-09-17,Second dose,10-59,32.0,17750109.0,65.8,0.2
2021-09-17,Second dose,60-69,57.0,4969499.0,93.7,1.1
2021-09-17,Second dose,70-79,124.0,4170003.0,96.3,3.0
2021-09-17,Second dose,80+,262.0,2437192.0,96.3,10.8
2021-09-24,Second dose,10-59,29.0,17924346.0,66.4,0.2
2021-09-24,Second dose,60-69,55.0,4973647.0,93.8,1.1
2021-09-24,Second dose,70-79,117.0,4171936.0,96.3,2.8
2021-09-24,Second dose,80+,243.0,2439328.0,96.3,10.0
